timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-06-11T11:22:39,codecarbon,d5dc6d22-89bd-431b-acdc-4ed91cbe32a6,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,29.634803596884012,0.0019744802348388084,6.662707341331655e-05,278.0595939088927,73.88888017481635,10.0,0.0022746266113665026,0.000608038819734702,8.182914358718944e-05,0.0029644945746883935,United States,USA,colorado,,,Linux-4.18.0-477.10.1.el8_8.x86_64-x86_64-with-glibc2.28,3.12.9,3.0.2,2,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA H100 80GB HBM3,,,2,machine,N,1.0
